"Date","Time","Test Total Time",,
"08/17/22","12:54:54","(hh:mm:ss): 1:01:12",,
,,,,
"Rated Capacity","Tested Capacity","PASS",,,
"2.25 Ah","2.29 Ah",,,
,,,,
"Cells","Battery Type","Battery Weight",,
"1","Li-poly","0.500 kg",,
"Battery Age","Battery Manufacturer","Battery Notes",,
"1.000 mo","","",,
,,,,
"Sample Rate",,,,
"1.000",,,,
,,,,
"Test Current","Graph Type",,,
"2.250 Amps","AmpHrs",,,
,,,,
"Test","Time (s)","Voltage (V)","Current","Temp (F)"
"2250mAh 1s 1C 2.25A","1364.000","3.811","2.250","70.30"
"2250mAh 1s 1C 2.25A","1365.000","3.811","2.250","70.30"
"2250mAh 1s 1C 2.25A","1366.000","3.811","2.250","70.30"
"2250mAh 1s 1C 2.25A","1367.000","3.811","2.250","70.30"
"2250mAh 1s 1C 2.25A","1368.000","3.811","2.250","70.40"
"2250mAh 1s 1C 2.25A","1369.000","3.809","2.250","70.30"
"2250mAh 1s 1C 2.25A","1370.000","3.809","2.250","70.30"
"2250mAh 1s 1C 2.25A","1371.000","3.809","2.250","70.30"
"2250mAh 1s 1C 2.25A","1372.000","3.809","2.250","70.30"
"2250mAh 1s 1C 2.25A","1373.000","3.809","2.250","70.30"
"2250mAh 1s 1C 2.25A","1374.000","3.809","2.250","70.30"
"2250mAh 1s 1C 2.25A","1375.000","3.809","2.250","70.30"
"2250mAh 1s 1C 2.25A","1376.000","3.809","2.250","70.40"
"2250mAh 1s 1C 2.25A","1377.000","3.809","2.250","70.30"
"2250mAh 1s 1C 2.25A","1378.000","3.809","2.250","70.30"
"2250mAh 1s 1C 2.25A","1379.000","3.809","2.250","70.40"
"2250mAh 1s 1C 2.25A","1380.000","3.808","2.250","70.40"
"2250mAh 1s 1C 2.25A","1381.000","3.808","2.250","70.30"
"2250mAh 1s 1C 2.25A","1382.000","3.808","2.250","70.40"
"2250mAh 1s 1C 2.25A","1383.000","3.808","2.250","70.30"
"2250mAh 1s 1C 2.25A","1384.000","3.808","2.250","70.30"
"2250mAh 1s 1C 2.25A","1385.000","3.808","2.250","70.30"
"2250mAh 1s 1C 2.25A","1386.000","3.807","2.250","70.30"
"2250mAh 1s 1C 2.25A","1387.000","3.808","2.250","70.40"
"2250mAh 1s 1C 2.25A","1388.000","3.807","2.250","70.40"
"2250mAh 1s 1C 2.25A","1389.000","3.807","2.250","70.30"
"2250mAh 1s 1C 2.25A","1390.000","3.807","2.250","70.30"
"2250mAh 1s 1C 2.25A","1391.000","3.807","2.250","70.30"
"2250mAh 1s 1C 2.25A","1392.000","3.807","2.250","70.40"
"2250mAh 1s 1C 2.25A","1393.000","3.806","2.250","70.30"
"2250mAh 1s 1C 2.25A","1394.000","3.806","2.250","70.40"
"2250mAh 1s 1C 2.25A","1395.000","3.806","2.250","70.40"
"2250mAh 1s 1C 2.25A","1396.000","3.806","2.250","70.30"
"2250mAh 1s 1C 2.25A","1397.000","3.806","2.250","70.40"
"2250mAh 1s 1C 2.25A","1398.000","3.806","2.250","70.30"
"2250mAh 1s 1C 2.25A","1399.000","3.806","2.250","70.40"
"2250mAh 1s 1C 2.25A","1400.000","3.806","2.250","70.40"
"2250mAh 1s 1C 2.25A","1401.000","3.806","2.250","70.30"
"2250mAh 1s 1C 2.25A","1402.000","3.804","2.250","70.30"
"2250mAh 1s 1C 2.25A","1403.000","3.804","2.250","70.30"
"2250mAh 1s 1C 2.25A","1404.000","3.804","2.250","70.30"
"2250mAh 1s 1C 2.25A","1405.000","3.804","2.250","70.30"
"2250mAh 1s 1C 2.25A","1406.000","3.804","2.250","70.30"
"2250mAh 1s 1C 2.25A","1407.000","3.804","2.250","70.30"
"2250mAh 1s 1C 2.25A","1408.000","3.804","2.250","70.40"
"2250mAh 1s 1C 2.25A","1409.000","3.804","2.250","70.30"
"2250mAh 1s 1C 2.25A","1410.000","3.804","2.250","70.30"
"2250mAh 1s 1C 2.25A","1411.000","3.804","2.250","70.30"
"2250mAh 1s 1C 2.25A","1412.000","3.804","2.250","70.30"
"2250mAh 1s 1C 2.25A","1413.000","3.804","2.250","70.40"
"2250mAh 1s 1C 2.25A","1414.000","3.803","2.250","70.40"
"2250mAh 1s 1C 2.25A","1415.000","3.803","2.250","70.40"
"2250mAh 1s 1C 2.25A","1416.000","3.803","2.250","70.30"
"2250mAh 1s 1C 2.25A","1417.000","3.803","2.250","70.30"
"2250mAh 1s 1C 2.25A","1418.000","3.803","2.250","70.30"
"2250mAh 1s 1C 2.25A","1419.000","3.803","2.250","70.30"
"2250mAh 1s 1C 2.25A","1420.000","3.803","2.250","70.30"
"2250mAh 1s 1C 2.25A","1421.000","3.803","2.250","70.40"
"2250mAh 1s 1C 2.25A","1422.000","3.802","2.250","70.30"
"2250mAh 1s 1C 2.25A","1423.000","3.802","2.250","70.30"
"2250mAh 1s 1C 2.25A","1424.000","3.802","2.250","70.30"
"2250mAh 1s 1C 2.25A","1425.000","3.802","2.250","70.40"
"2250mAh 1s 1C 2.25A","1426.000","3.802","2.250","70.30"
"2250mAh 1s 1C 2.25A","1427.000","3.802","2.250","70.30"
"2250mAh 1s 1C 2.25A","1428.000","3.802","2.250","70.30"
"2250mAh 1s 1C 2.25A","1429.000","3.802","2.250","70.40"
"2250mAh 1s 1C 2.25A","1430.000","3.802","2.250","70.30"
"2250mAh 1s 1C 2.25A","1431.000","3.800","2.250","70.30"
"2250mAh 1s 1C 2.25A","1432.000","3.800","2.250","70.40"
"2250mAh 1s 1C 2.25A","1433.000","3.800","2.250","70.40"
"2250mAh 1s 1C 2.25A","1434.000","3.800","2.250","70.30"
"2250mAh 1s 1C 2.25A","1435.000","3.800","2.250","70.30"
"2250mAh 1s 1C 2.25A","1436.000","3.799","2.250","70.40"
"2250mAh 1s 1C 2.25A","1437.000","3.799","2.250","70.30"
"2250mAh 1s 1C 2.25A","1438.000","3.799","2.250","70.30"
"2250mAh 1s 1C 2.25A","1439.000","3.799","2.250","70.40"
"2250mAh 1s 1C 2.25A","1440.000","3.799","2.250","70.40"
"2250mAh 1s 1C 2.25A","1441.000","3.799","2.250","70.30"
"2250mAh 1s 1C 2.25A","1442.000","3.799","2.250","70.30"
"2250mAh 1s 1C 2.25A","1443.000","3.799","2.250","70.40"
"2250mAh 1s 1C 2.25A","1444.000","3.799","2.250","70.30"
"2250mAh 1s 1C 2.25A","1445.000","3.799","2.250","70.40"
"2250mAh 1s 1C 2.25A","1446.000","3.799","2.250","70.40"
"2250mAh 1s 1C 2.25A","1447.000","3.799","2.250","70.40"
"2250mAh 1s 1C 2.25A","1448.000","3.799","2.250","70.40"
"2250mAh 1s 1C 2.25A","1449.000","3.799","2.250","70.40"
"2250mAh 1s 1C 2.25A","1450.000","3.799","2.250","70.40"
"2250mAh 1s 1C 2.25A","1451.000","3.798","2.250","70.40"
"2250mAh 1s 1C 2.25A","1452.000","3.799","2.250","70.30"
"2250mAh 1s 1C 2.25A","1453.000","3.798","2.250","70.30"
"2250mAh 1s 1C 2.25A","1454.000","3.798","2.250","70.40"
"2250mAh 1s 1C 2.25A","1455.000","3.798","2.250","70.40"
"2250mAh 1s 1C 2.25A","1456.000","3.798","2.250","70.40"
"2250mAh 1s 1C 2.25A","1457.000","3.797","2.250","70.40"
"2250mAh 1s 1C 2.25A","1458.000","3.797","2.250","70.40"
"2250mAh 1s 1C 2.25A","1459.000","3.797","2.250","70.40"
"2250mAh 1s 1C 2.25A","1460.000","3.797","2.250","70.40"
"2250mAh 1s 1C 2.25A","1461.000","3.797","2.250","70.40"
"2250mAh 1s 1C 2.25A","1462.000","3.797","2.250","70.30"
"2250mAh 1s 1C 2.25A","1463.000","3.797","2.250","70.40"
"2250mAh 1s 1C 2.25A","1464.000","3.795","2.250","70.40"
"2250mAh 1s 1C 2.25A","1465.000","3.795","2.250","70.30"
"2250mAh 1s 1C 2.25A","1466.000","3.795","2.250","70.30"
"2250mAh 1s 1C 2.25A","1467.000","3.795","2.250","70.40"
"2250mAh 1s 1C 2.25A","1468.000","3.795","2.250","70.40"
"2250mAh 1s 1C 2.25A","1469.000","3.794","2.250","70.40"
"2250mAh 1s 1C 2.25A","1470.000","3.794","2.250","70.40"
"2250mAh 1s 1C 2.25A","1471.000","3.794","2.250","70.40"
"2250mAh 1s 1C 2.25A","1472.000","3.794","2.250","70.30"
"2250mAh 1s 1C 2.25A","1473.000","3.794","2.250","70.40"
"2250mAh 1s 1C 2.25A","1474.000","3.794","2.250","70.30"
"2250mAh 1s 1C 2.25A","1475.000","3.794","2.250","70.40"
"2250mAh 1s 1C 2.25A","1476.000","3.794","2.250","70.30"
"2250mAh 1s 1C 2.25A","1477.000","3.794","2.250","70.40"
"2250mAh 1s 1C 2.25A","1478.000","3.794","2.250","70.40"
"2250mAh 1s 1C 2.25A","1479.000","3.794","2.250","70.40"
"2250mAh 1s 1C 2.25A","1480.000","3.794","2.250","70.40"
"2250mAh 1s 1C 2.25A","1481.000","3.793","2.250","70.30"
"2250mAh 1s 1C 2.25A","1482.000","3.793","2.250","70.40"
"2250mAh 1s 1C 2.25A","1483.000","3.793","2.250","70.40"
"2250mAh 1s 1C 2.25A","1484.000","3.793","2.250","70.30"
"2250mAh 1s 1C 2.25A","1485.000","3.793","2.250","70.40"
"2250mAh 1s 1C 2.25A","1486.000","3.793","2.250","70.40"
"2250mAh 1s 1C 2.25A","1487.000","3.793","2.250","70.40"
"2250mAh 1s 1C 2.25A","1488.000","3.792","2.250","70.40"
"2250mAh 1s 1C 2.25A","1489.000","3.792","2.250","70.40"
"2250mAh 1s 1C 2.25A","1490.000","3.792","2.250","70.40"
"2250mAh 1s 1C 2.25A","1491.000","3.793","2.250","70.40"
"2250mAh 1s 1C 2.25A","1492.000","3.792","2.250","70.40"
"2250mAh 1s 1C 2.25A","1493.000","3.792","2.250","70.40"
"2250mAh 1s 1C 2.25A","1494.000","3.792","2.250","70.40"
"2250mAh 1s 1C 2.25A","1495.000","3.792","2.250","70.40"
"2250mAh 1s 1C 2.25A","1496.000","3.792","2.250","70.40"
"2250mAh 1s 1C 2.25A","1497.000","3.792","2.250","70.40"
"2250mAh 1s 1C 2.25A","1498.000","3.792","2.250","70.30"
"2250mAh 1s 1C 2.25A","1499.000","3.792","2.250","70.40"
"2250mAh 1s 1C 2.25A","1500.000","3.790","2.250","70.40"
"2250mAh 1s 1C 2.25A","1501.000","3.790","2.250","70.40"
"2250mAh 1s 1C 2.25A","1502.000","3.790","2.250","70.40"
"2250mAh 1s 1C 2.25A","1503.000","3.790","2.250","70.40"
"2250mAh 1s 1C 2.25A","1504.000","3.790","2.250","70.40"
"2250mAh 1s 1C 2.25A","1505.000","3.789","2.250","70.40"
"2250mAh 1s 1C 2.25A","1506.000","3.789","2.250","70.40"
"2250mAh 1s 1C 2.25A","1507.000","3.789","2.250","70.40"
"2250mAh 1s 1C 2.25A","1508.000","3.789","2.250","70.40"
"2250mAh 1s 1C 2.25A","1509.000","3.789","2.250","70.40"
"2250mAh 1s 1C 2.25A","1510.000","3.789","2.250","70.40"
"2250mAh 1s 1C 2.25A","1511.000","3.789","2.250","70.40"
"2250mAh 1s 1C 2.25A","1512.000","3.789","2.250","70.40"
"2250mAh 1s 1C 2.25A","1513.000","3.789","2.250","70.40"
"2250mAh 1s 1C 2.25A","1514.000","3.789","2.250","70.40"
"2250mAh 1s 1C 2.25A","1515.000","3.789","2.250","70.40"
"2250mAh 1s 1C 2.25A","1516.000","3.788","2.250","70.40"
"2250mAh 1s 1C 2.25A","1517.000","3.788","2.250","70.40"
"2250mAh 1s 1C 2.25A","1518.000","3.788","2.250","70.40"
"2250mAh 1s 1C 2.25A","1519.000","3.788","2.250","70.40"
"2250mAh 1s 1C 2.25A","1520.000","3.788","2.250","70.30"
"2250mAh 1s 1C 2.25A","1521.000","3.788","2.250","70.40"
"2250mAh 1s 1C 2.25A","1522.000","3.788","2.250","70.40"
"2250mAh 1s 1C 2.25A","1523.000","3.787","2.250","70.40"
"2250mAh 1s 1C 2.25A","1524.000","3.787","2.250","70.30"
"2250mAh 1s 1C 2.25A","1525.000","3.787","2.250","70.40"
"2250mAh 1s 1C 2.25A","1526.000","3.787","2.250","70.40"
"2250mAh 1s 1C 2.25A","1527.000","3.787","2.250","70.40"
"2250mAh 1s 1C 2.25A","1528.000","3.787","2.250","70.40"
"2250mAh 1s 1C 2.25A","1529.000","3.787","2.250","70.40"
"2250mAh 1s 1C 2.25A","1530.000","3.787","2.250","70.40"
"2250mAh 1s 1C 2.25A","1531.000","3.787","2.250","70.40"
"2250mAh 1s 1C 2.25A","1532.000","3.787","2.250","70.40"
"2250mAh 1s 1C 2.25A","1533.000","3.785","2.250","70.40"
"2250mAh 1s 1C 2.25A","1534.000","3.785","2.250","70.40"
"2250mAh 1s 1C 2.25A","1535.000","3.785","2.250","70.40"
"2250mAh 1s 1C 2.25A","1536.000","3.785","2.250","70.30"
"2250mAh 1s 1C 2.25A","1537.000","3.785","2.250","70.40"
"2250mAh 1s 1C 2.25A","1538.000","3.785","2.250","70.40"
"2250mAh 1s 1C 2.25A","1539.000","3.785","2.250","70.40"
"2250mAh 1s 1C 2.25A","1540.000","3.785","2.250","70.40"
"2250mAh 1s 1C 2.25A","1541.000","3.784","2.250","70.40"
"2250mAh 1s 1C 2.25A","1542.000","3.785","2.250","70.30"
"2250mAh 1s 1C 2.25A","1543.000","3.784","2.250","70.40"
"2250mAh 1s 1C 2.25A","1544.000","3.784","2.250","70.40"
"2250mAh 1s 1C 2.25A","1545.000","3.784","2.250","70.30"
"2250mAh 1s 1C 2.25A","1546.000","3.784","2.250","70.40"
"2250mAh 1s 1C 2.25A","1547.000","3.784","2.250","70.30"
"2250mAh 1s 1C 2.25A","1548.000","3.784","2.250","70.40"
"2250mAh 1s 1C 2.25A","1549.000","3.784","2.250","70.40"
"2250mAh 1s 1C 2.25A","1550.000","3.784","2.250","70.40"
"2250mAh 1s 1C 2.25A","1551.000","3.784","2.250","70.30"
"2250mAh 1s 1C 2.25A","1552.000","3.784","2.250","70.40"
"2250mAh 1s 1C 2.25A","1553.000","3.784","2.250","70.30"
"2250mAh 1s 1C 2.25A","1554.000","3.783","2.250","70.30"
"2250mAh 1s 1C 2.25A","1555.000","3.783","2.250","70.40"
"2250mAh 1s 1C 2.25A","1556.000","3.783","2.250","70.40"
"2250mAh 1s 1C 2.25A","1557.000","3.783","2.250","70.40"
"2250mAh 1s 1C 2.25A","1558.000","3.783","2.250","70.40"
"2250mAh 1s 1C 2.25A","1559.000","3.783","2.250","70.40"
"2250mAh 1s 1C 2.25A","1560.000","3.783","2.250","70.40"
"2250mAh 1s 1C 2.25A","1561.000","3.783","2.250","70.40"
"2250mAh 1s 1C 2.25A","1562.000","3.782","2.250","70.40"
"2250mAh 1s 1C 2.25A","1563.000","3.782","2.250","70.40"
"2250mAh 1s 1C 2.25A","1564.000","3.782","2.250","70.40"
"2250mAh 1s 1C 2.25A","1565.000","3.782","2.250","70.40"
"2250mAh 1s 1C 2.25A","1566.000","3.782","2.250","70.40"
"2250mAh 1s 1C 2.25A","1567.000","3.782","2.250","70.40"
"2250mAh 1s 1C 2.25A","1568.000","3.782","2.250","70.40"
"2250mAh 1s 1C 2.25A","1569.000","3.782","2.250","70.40"
"2250mAh 1s 1C 2.25A","1570.000","3.782","2.250","70.40"
"2250mAh 1s 1C 2.25A","1571.000","3.780","2.250","70.40"
"2250mAh 1s 1C 2.25A","1572.000","3.780","2.250","70.40"
"2250mAh 1s 1C 2.25A","1573.000","3.780","2.250","70.40"
"2250mAh 1s 1C 2.25A","1574.000","3.780","2.250","70.30"
"2250mAh 1s 1C 2.25A","1575.000","3.780","2.250","70.40"
"2250mAh 1s 1C 2.25A","1576.000","3.780","2.250","70.40"
"2250mAh 1s 1C 2.25A","1577.000","3.780","2.250","70.40"
"2250mAh 1s 1C 2.25A","1578.000","3.779","2.250","70.40"
"2250mAh 1s 1C 2.25A","1579.000","3.779","2.250","70.40"
"2250mAh 1s 1C 2.25A","1580.000","3.779","2.250","70.40"
"2250mAh 1s 1C 2.25A","1581.000","3.779","2.250","70.40"
"2250mAh 1s 1C 2.25A","1582.000","3.779","2.250","70.40"
"2250mAh 1s 1C 2.25A","1583.000","3.779","2.250","70.40"
"2250mAh 1s 1C 2.25A","1584.000","3.779","2.250","70.40"
"2250mAh 1s 1C 2.25A","1585.000","3.779","2.250","70.40"
"2250mAh 1s 1C 2.25A","1586.000","3.779","2.250","70.40"
"2250mAh 1s 1C 2.25A","1587.000","3.778","2.250","70.40"
"2250mAh 1s 1C 2.25A","1588.000","3.778","2.250","70.40"
"2250mAh 1s 1C 2.25A","1589.000","3.778","2.250","70.40"
"2250mAh 1s 1C 2.25A","1590.000","3.778","2.250","70.40"
"2250mAh 1s 1C 2.25A","1591.000","3.778","2.250","70.40"
"2250mAh 1s 1C 2.25A","1592.000","3.777","2.250","70.40"
"2250mAh 1s 1C 2.25A","1593.000","3.777","2.250","70.40"
"2250mAh 1s 1C 2.25A","1594.000","3.777","2.250","70.40"
"2250mAh 1s 1C 2.25A","1595.000","3.777","2.250","70.30"
"2250mAh 1s 1C 2.25A","1596.000","3.777","2.250","70.30"
"2250mAh 1s 1C 2.25A","1597.000","3.777","2.250","70.40"
"2250mAh 1s 1C 2.25A","1598.000","3.777","2.250","70.30"
"2250mAh 1s 1C 2.25A","1599.000","3.775","2.250","70.40"
"2250mAh 1s 1C 2.25A","1600.000","3.777","2.250","70.40"
"2250mAh 1s 1C 2.25A","1601.000","3.775","2.250","70.30"
"2250mAh 1s 1C 2.25A","1602.000","3.775","2.250","70.40"
"2250mAh 1s 1C 2.25A","1603.000","3.775","2.250","70.40"
"2250mAh 1s 1C 2.25A","1604.000","3.775","2.250","70.40"
"2250mAh 1s 1C 2.25A","1605.000","3.775","2.250","70.40"
"2250mAh 1s 1C 2.25A","1606.000","3.775","2.250","70.40"
"2250mAh 1s 1C 2.25A","1607.000","3.775","2.250","70.40"
"2250mAh 1s 1C 2.25A","1608.000","3.774","2.250","70.40"
"2250mAh 1s 1C 2.25A","1609.000","3.774","2.250","70.40"
"2250mAh 1s 1C 2.25A","1610.000","3.774","2.250","70.40"
"2250mAh 1s 1C 2.25A","1611.000","3.774","2.250","70.40"
"2250mAh 1s 1C 2.25A","1612.000","3.774","2.250","70.40"
"2250mAh 1s 1C 2.25A","1613.000","3.774","2.250","70.30"
"2250mAh 1s 1C 2.25A","1614.000","3.774","2.250","70.40"
"2250mAh 1s 1C 2.25A","1615.000","3.774","2.250","70.40"
"2250mAh 1s 1C 2.25A","1616.000","3.774","2.250","70.40"
"2250mAh 1s 1C 2.25A","1617.000","3.774","2.250","70.40"
"2250mAh 1s 1C 2.25A","1618.000","3.774","2.250","70.40"
"2250mAh 1s 1C 2.25A","1619.000","3.774","2.250","70.40"
"2250mAh 1s 1C 2.25A","1620.000","3.774","2.250","70.30"
"2250mAh 1s 1C 2.25A","1621.000","3.773","2.250","70.40"
"2250mAh 1s 1C 2.25A","1622.000","3.774","2.250","70.30"
"2250mAh 1s 1C 2.25A","1623.000","3.773","2.250","70.40"
"2250mAh 1s 1C 2.25A","1624.000","3.773","2.250","70.30"
"2250mAh 1s 1C 2.25A","1625.000","3.773","2.250","70.40"
"2250mAh 1s 1C 2.25A","1626.000","3.773","2.250","70.40"
"2250mAh 1s 1C 2.25A","1627.000","3.773","2.250","70.40"
"2250mAh 1s 1C 2.25A","1628.000","3.773","2.250","70.40"
"2250mAh 1s 1C 2.25A","1629.000","3.772","2.250","70.30"
"2250mAh 1s 1C 2.25A","1630.000","3.773","2.250","70.40"
"2250mAh 1s 1C 2.25A","1631.000","3.772","2.250","70.40"
"2250mAh 1s 1C 2.25A","1632.000","3.772","2.250","70.40"
"2250mAh 1s 1C 2.25A","1633.000","3.772","2.250","70.40"
"2250mAh 1s 1C 2.25A","1634.000","3.772","2.250","70.30"
"2250mAh 1s 1C 2.25A","1635.000","3.772","2.250","70.40"
"2250mAh 1s 1C 2.25A","1636.000","3.772","2.250","70.40"
"2250mAh 1s 1C 2.25A","1637.000","3.772","2.250","70.40"
"2250mAh 1s 1C 2.25A","1638.000","3.772","2.250","70.40"
"2250mAh 1s 1C 2.25A","1639.000","3.772","2.250","70.40"
"2250mAh 1s 1C 2.25A","1640.000","3.772","2.250","70.40"
"2250mAh 1s 1C 2.25A","1641.000","3.772","2.250","70.40"
"2250mAh 1s 1C 2.25A","1642.000","3.770","2.250","70.40"
"2250mAh 1s 1C 2.25A","1643.000","3.770","2.250","70.40"
"2250mAh 1s 1C 2.25A","1644.000","3.770","2.250","70.30"
"2250mAh 1s 1C 2.25A","1645.000","3.770","2.250","70.30"
"2250mAh 1s 1C 2.25A","1646.000","3.770","2.250","70.40"
"2250mAh 1s 1C 2.25A","1647.000","3.770","2.250","70.40"
"2250mAh 1s 1C 2.25A","1648.000","3.769","2.250","70.40"
"2250mAh 1s 1C 2.25A","1649.000","3.769","2.250","70.40"
"2250mAh 1s 1C 2.25A","1650.000","3.769","2.250","70.40"
"2250mAh 1s 1C 2.25A","1651.000","3.769","2.250","70.40"
"2250mAh 1s 1C 2.25A","1652.000","3.769","2.250","70.40"
"2250mAh 1s 1C 2.25A","1653.000","3.769","2.250","70.40"
"2250mAh 1s 1C 2.25A","1654.000","3.769","2.250","70.30"
"2250mAh 1s 1C 2.25A","1655.000","3.769","2.250","70.40"
"2250mAh 1s 1C 2.25A","1656.000","3.769","2.250","70.40"
"2250mAh 1s 1C 2.25A","1657.000","3.769","2.250","70.40"
"2250mAh 1s 1C 2.25A","1658.000","3.769","2.250","70.40"
"2250mAh 1s 1C 2.25A","1659.000","3.769","2.250","70.40"
"2250mAh 1s 1C 2.25A","1660.000","3.768","2.250","70.40"
"2250mAh 1s 1C 2.25A","1661.000","3.768","2.250","70.40"
"2250mAh 1s 1C 2.25A","1662.000","3.768","2.250","70.40"
"2250mAh 1s 1C 2.25A","1663.000","3.768","2.250","70.40"
"2250mAh 1s 1C 2.25A","1664.000","3.768","2.250","70.40"
"2250mAh 1s 1C 2.25A","1665.000","3.767","2.250","70.40"
"2250mAh 1s 1C 2.25A","1666.000","3.768","2.250","70.40"
"2250mAh 1s 1C 2.25A","1667.000","3.767","2.250","70.40"
"2250mAh 1s 1C 2.25A","1668.000","3.767","2.250","70.40"
"2250mAh 1s 1C 2.25A","1669.000","3.767","2.250","70.40"
"2250mAh 1s 1C 2.25A","1670.000","3.768","2.250","70.40"
"2250mAh 1s 1C 2.25A","1671.000","3.767","2.250","70.40"
"2250mAh 1s 1C 2.25A","1672.000","3.767","2.250","70.40"
"2250mAh 1s 1C 2.25A","1673.000","3.767","2.250","70.40"
"2250mAh 1s 1C 2.25A","1674.000","3.765","2.250","70.40"
"2250mAh 1s 1C 2.25A","1675.000","3.767","2.250","70.30"
"2250mAh 1s 1C 2.25A","1676.000","3.767","2.250","70.40"
"2250mAh 1s 1C 2.25A","1677.000","3.767","2.250","70.40"
"2250mAh 1s 1C 2.25A","1678.000","3.765","2.250","70.40"
"2250mAh 1s 1C 2.25A","1679.000","3.765","2.250","70.40"
"2250mAh 1s 1C 2.25A","1680.000","3.765","2.250","70.40"
"2250mAh 1s 1C 2.25A","1681.000","3.765","2.250","70.40"
"2250mAh 1s 1C 2.25A","1682.000","3.765","2.250","70.40"
"2250mAh 1s 1C 2.25A","1683.000","3.765","2.250","70.40"
"2250mAh 1s 1C 2.25A","1684.000","3.765","2.250","70.40"
"2250mAh 1s 1C 2.25A","1685.000","3.765","2.250","70.40"
"2250mAh 1s 1C 2.25A","1686.000","3.764","2.250","70.40"
"2250mAh 1s 1C 2.25A","1687.000","3.764","2.250","70.40"
"2250mAh 1s 1C 2.25A","1688.000","3.764","2.250","70.40"
"2250mAh 1s 1C 2.25A","1689.000","3.764","2.250","70.40"
"2250mAh 1s 1C 2.25A","1690.000","3.764","2.250","70.30"
"2250mAh 1s 1C 2.25A","1691.000","3.764","2.250","70.30"
"2250mAh 1s 1C 2.25A","1692.000","3.764","2.250","70.40"
"2250mAh 1s 1C 2.25A","1693.000","3.764","2.250","70.40"
"2250mAh 1s 1C 2.25A","1694.000","3.764","2.250","70.40"
"2250mAh 1s 1C 2.25A","1695.000","3.764","2.250","70.40"
"2250mAh 1s 1C 2.25A","1696.000","3.764","2.250","70.40"
"2250mAh 1s 1C 2.25A","1697.000","3.764","2.250","70.40"
"2250mAh 1s 1C 2.25A","1698.000","3.764","2.250","70.40"
"2250mAh 1s 1C 2.25A","1699.000","3.764","2.250","70.40"
"2250mAh 1s 1C 2.25A","1700.000","3.764","2.250","70.40"
"2250mAh 1s 1C 2.25A","1701.000","3.763","2.250","70.40"
"2250mAh 1s 1C 2.25A","1702.000","3.764","2.250","70.40"
"2250mAh 1s 1C 2.25A","1703.000","3.763","2.250","70.40"
"2250mAh 1s 1C 2.25A","1704.000","3.763","2.250","70.40"
"2250mAh 1s 1C 2.25A","1705.000","3.763","2.250","70.40"
"2250mAh 1s 1C 2.25A","1706.000","3.763","2.250","70.40"
"2250mAh 1s 1C 2.25A","1707.000","3.763","2.250","70.40"
"2250mAh 1s 1C 2.25A","1708.000","3.763","2.250","70.40"
"2250mAh 1s 1C 2.25A","1709.000","3.763","2.250","70.40"
"2250mAh 1s 1C 2.25A","1710.000","3.762","2.250","70.40"
"2250mAh 1s 1C 2.25A","1711.000","3.762","2.250","70.40"
"2250mAh 1s 1C 2.25A","1712.000","3.762","2.250","70.40"
"2250mAh 1s 1C 2.25A","1713.000","3.762","2.250","70.40"
"2250mAh 1s 1C 2.25A","1714.000","3.763","2.250","70.40"
"2250mAh 1s 1C 2.25A","1715.000","3.762","2.250","70.40"
"2250mAh 1s 1C 2.25A","1716.000","3.762","2.250","70.30"
"2250mAh 1s 1C 2.25A","1717.000","3.762","2.250","70.40"
"2250mAh 1s 1C 2.25A","1718.000","3.762","2.250","70.40"
"2250mAh 1s 1C 2.25A","1719.000","3.762","2.250","70.40"
"2250mAh 1s 1C 2.25A","1720.000","3.762","2.250","70.40"
"2250mAh 1s 1C 2.25A","1721.000","3.760","2.250","70.40"
"2250mAh 1s 1C 2.25A","1722.000","3.760","2.250","70.40"
"2250mAh 1s 1C 2.25A","1723.000","3.760","2.250","70.40"
"2250mAh 1s 1C 2.25A","1724.000","3.760","2.250","70.40"
"2250mAh 1s 1C 2.25A","1725.000","3.760","2.250","70.30"
"2250mAh 1s 1C 2.25A","1726.000","3.760","2.250","70.40"
"2250mAh 1s 1C 2.25A","1727.000","3.760","2.250","70.40"
"2250mAh 1s 1C 2.25A","1728.000","3.759","2.250","70.40"
"2250mAh 1s 1C 2.25A","1729.000","3.760","2.250","70.40"
"2250mAh 1s 1C 2.25A","1730.000","3.759","2.250","70.40"
"2250mAh 1s 1C 2.25A","1731.000","3.759","2.250","70.30"
"2250mAh 1s 1C 2.25A","1732.000","3.759","2.250","70.40"
"2250mAh 1s 1C 2.25A","1733.000","3.759","2.250","70.40"
"2250mAh 1s 1C 2.25A","1734.000","3.759","2.250","70.40"
"2250mAh 1s 1C 2.25A","1735.000","3.759","2.250","70.40"
"2250mAh 1s 1C 2.25A","1736.000","3.759","2.250","70.40"
"2250mAh 1s 1C 2.25A","1737.000","3.759","2.250","70.40"
"2250mAh 1s 1C 2.25A","1738.000","3.759","2.250","70.40"
"2250mAh 1s 1C 2.25A","1739.000","3.759","2.250","70.40"
"2250mAh 1s 1C 2.25A","1740.000","3.759","2.250","70.40"
"2250mAh 1s 1C 2.25A","1741.000","3.759","2.250","70.40"
"2250mAh 1s 1C 2.25A","1742.000","3.759","2.250","70.40"
"2250mAh 1s 1C 2.25A","1743.000","3.759","2.250","70.40"
"2250mAh 1s 1C 2.25A","1744.000","3.759","2.250","70.40"
