Speed (m/s),Throttle (%),RPM,Thrust (kg),Current (A),Power (W),Torque (Nm),Note
0,20.0,2495,0.26,3.29,75.78,0.05,
0,25.0,3081,0.39,4.82,110.97,0.08,
0,30.0,3647,0.55,6.71,154.26,0.11,
0,35.0,4206,0.73,8.74,200.99,0.14,
0,40.0,4749,0.94,11.04,254.0,0.18,
0,45.0,5282,1.16,13.55,311.57,0.22,
0,50.0,5808,1.4,16.18,372.19,0.27,
0,55.00000000000001,6320,1.66,19.08,438.8,0.31,
0,60.0,6823,1.93,22.14,509.32,0.36,
0,65.0,7316,2.23,25.38,583.76,0.42,
0,70.0,7800,2.54,28.79,662.11,0.47,
0,75.0,8275,2.86,32.36,744.39,0.53,
0,80.0,8741,3.2,36.11,830.58,0.59,
0,85.0,9197,3.55,40.03,920.69,0.66,
0,90.0,9645,3.92,44.12,1014.72,0.72,
0,95.0,10092,4.29,48.21,1108.75,0.79,
0,100.0,10521,4.69,52.64,1210.61,0.86,
0,Max Thrust,,4.69,,,,
10,20.0,0,0.0,0.0,0,0,
10,25.0,3143,0.14,3.67,84.44,0.06,
10,30.0,3680,0.28,6.1,140.37,0.1,
10,35.0,4211,0.43,8.65,198.92,0.14,
10,40.0,4730,0.61,11.4,262.14,0.19,
10,45.0,5241,0.81,14.31,329.09,0.24,
10,50.0,5746,1.03,17.34,398.9,0.29,
10,55.00000000000001,6235,1.26,20.65,475.0,0.34,
10,60.0,6721,1.51,24.02,552.41,0.39,
10,65.0,7206,1.78,27.42,630.77,0.45,
10,70.0,7671,2.06,31.17,716.96,0.51,
10,75.0,8137,2.36,34.92,803.16,0.57,
10,80.0,8594,2.68,38.84,893.27,0.64,
10,85.0,9041,2.99,42.93,987.29,0.71,
10,90.0,9479,3.34,47.18,1085.24,0.78,
10,95.0,9917,3.69,51.44,1183.19,0.85,
10,100.0,10337,4.05,56.04,1288.97,0.92,
10,Max Thrust,,4.05,,,,
20,20.0,0,0.0,0.0,0,0,
20,25.0,0,0.0,0.0,0,0,
20,30.0,0,0.0,0.0,0,0,
20,35.0,0,0.0,0.0,0,0,
20,40.0,5094,0.1,4.66,107.2,0.08,
20,45.0,5573,0.27,8.16,187.76,0.13,
20,50.0,6049,0.45,11.73,269.82,0.19,
20,55.00000000000001,6508,0.67,15.61,358.93,0.26,
20,60.0,6960,0.88,19.59,450.65,0.32,
20,65.0,7402,1.13,23.79,547.25,0.39,
20,70.0,7846,1.39,27.94,642.7,0.46,
20,75.0,8284,1.67,32.19,740.47,0.53,
20,80.0,8704,1.96,36.79,846.25,0.6,
20,85.0,9133,2.26,41.22,948.12,0.68,
20,90.0,9544,2.57,45.99,1057.82,0.76,
20,95.0,9963,2.9,50.59,1163.6,0.83,
20,100.0,10365,3.24,55.53,1277.21,0.91,
20,Max Thrust,,3.24,,,,
30,20.0,0,0.0,0.0,0,0,
30,25.0,0,0.0,0.0,0,0,
30,30.0,0,0.0,0.0,0,0,
30,35.0,0,0.0,0.0,0,0,
30,40.0,0,0.0,0.0,0,0,
30,45.0,0,0.0,0.0,0,0,
30,50.0,0,0.0,0.0,0,0,
30,55.00000000000001,0,0.0,0.0,0,0,
30,60.0,0,0.0,0.0,0,0,
30,65.0,0,0.0,0.0,0,0,
30,70.0,8391,0.62,17.85,410.54,0.29,
30,75.0,8803,0.86,22.59,519.65,0.37,
30,80.0,9203,1.12,27.56,633.8,0.45,
30,85.0,9596,1.4,32.65,750.98,0.54,
30,90.0,9994,1.68,37.65,865.94,0.62,
30,95.0,10368,1.99,43.1,991.21,0.71,
30,100.0,10751,2.31,48.38,1112.67,0.79,
30,Max Thrust,,2.31,,,,
40,20.0,0,0.0,0.0,0,0,
40,25.0,0,0.0,0.0,0,0,
40,30.0,0,0.0,0.0,0,0,
40,35.0,0,0.0,0.0,0,0,
40,40.0,0,0.0,0.0,0,0,
40,45.0,0,0.0,0.0,0,0,
40,50.0,0,0.0,0.0,0,0,
40,55.00000000000001,0,0.0,0.0,0,0,
40,60.0,0,0.0,0.0,0,0,
40,65.0,0,0.0,0.0,0,0,
40,70.0,0,0.0,0.0,0,0,
40,75.0,0,0.0,0.0,0,0,
40,80.0,0,0.0,0.0,0,0,
40,85.0,10355,0.52,18.62,428.25,0.31,
40,90.0,10728,0.77,24.08,553.77,0.4,
40,95.0,11097,1.04,29.61,680.95,0.49,
40,100.0,11450,1.33,35.44,815.21,0.58,
40,Max Thrust,,1.33,,,,
