Speed (m/s),Throttle (%),RPM,Thrust (kg),Current (A),Power (W),Torque (Nm),Note
0,20.0,4533,0.26,4.53,104.16,0.04,
0,25.0,5596,0.39,6.74,155.05,0.06,
0,30.0,6637,0.55,9.3,213.87,0.08,
0,35.0,7655,0.73,12.2,280.7,0.11,
0,40.0,8650,0.94,15.46,355.56,0.14,
0,45.0,9623,1.16,19.06,438.43,0.17,
0,50.0,10572,1.41,23.01,529.32,0.21,
0,55.00000000000001,11507,1.67,27.2,625.56,0.25,
0,60.0,12427,1.95,31.62,727.15,0.29,
0,65.0,13324,2.25,36.38,836.76,0.33,
0,70.0,14205,2.57,41.38,951.71,0.38,
0,75.0,15064,2.89,46.73,1074.69,0.43,
0,80.0,15916,3.24,52.19,1200.33,0.47,
0,85.0,16745,3.61,58.0,1334.0,0.53,
0,90.0,0,0.0,0.0,0,0,
0,95.0,0,0.0,0.0,0,0,
0,100.0,0,0.0,0.0,0,0,
0,Max Thrust,,3.6,,,,
10,20.0,4592,0.11,3.62,83.28,0.03,
10,25.0,5623,0.23,6.33,145.58,0.06,
10,30.0,6631,0.37,9.39,215.86,0.09,
10,35.0,7625,0.53,12.67,291.39,0.12,
10,40.0,8597,0.72,16.27,374.27,0.15,
10,45.0,9547,0.93,20.22,465.16,0.18,
10,50.0,10482,1.15,24.41,561.4,0.22,
10,55.00000000000001,11401,1.4,28.83,662.99,0.26,
10,60.0,12298,1.66,33.59,772.6,0.31,
10,65.0,13180,1.94,38.59,887.55,0.35,
10,70.0,14054,2.24,43.7,1005.18,0.4,
10,75.0,14906,2.55,49.17,1130.83,0.45,
10,80.0,15734,2.88,54.98,1264.49,0.5,
10,85.0,0,0.0,0.0,0,0,
10,90.0,0,0.0,0.0,0,0,
10,95.0,0,0.0,0.0,0,0,
10,100.0,0,0.0,0.0,0,0,
10,Max Thrust,,3.05,,,,
20,20.0,0,0.0,0.0,0,0,
20,25.0,0,0.0,0.0,0,0,
20,30.0,0,0.0,0.0,0,0,
20,35.0,7941,0.21,7.81,179.61,0.07,
20,40.0,8874,0.37,12.02,276.55,0.11,
20,45.0,9789,0.56,16.51,379.62,0.15,
20,50.0,10686,0.78,21.27,489.22,0.19,
20,55.00000000000001,11568,1.01,26.27,604.18,0.24,
20,60.0,12427,1.25,31.62,727.15,0.29,
20,65.0,13286,1.52,36.96,850.12,0.34,
20,70.0,14122,1.79,42.66,981.12,0.39,
20,75.0,14951,2.09,48.47,1114.79,0.44,
20,80.0,15765,2.4,54.51,1253.8,0.5,
20,85.0,0,0.0,0.0,0,0,
20,90.0,0,0.0,0.0,0,0,
20,95.0,0,0.0,0.0,0,0,
20,100.0,0,0.0,0.0,0,0,
20,Max Thrust,,2.58,,,,
30,20.0,0,0.0,0.0,0,0,
30,25.0,0,0.0,0.0,0,0,
30,30.0,0,0.0,0.0,0,0,
30,35.0,0,0.0,0.0,0,0,
30,40.0,0,0.0,0.0,0,0,
30,45.0,10367,0.14,7.63,175.43,0.07,
30,50.0,11236,0.32,12.81,294.71,0.12,
30,55.00000000000001,12088,0.52,18.27,420.13,0.17,
30,60.0,12926,0.75,23.94,550.71,0.22,
30,65.0,13747,0.99,29.87,687.05,0.27,
30,70.0,14546,1.26,36.15,831.41,0.33,
30,75.0,15337,1.53,42.54,978.44,0.39,
30,80.0,16120,1.83,49.05,1128.15,0.45,
30,85.0,16881,2.14,55.91,1285.88,0.51,
30,90.0,0,0.0,0.0,0,0,
30,95.0,0,0.0,0.0,0,0,
30,100.0,0,0.0,0.0,0,0,
30,Max Thrust,,2.24,,,,
40,20.0,0,0.0,0.0,0,0,
40,25.0,0,0.0,0.0,0,0,
40,30.0,0,0.0,0.0,0,0,
40,35.0,0,0.0,0.0,0,0,
40,40.0,0,0.0,0.0,0,0,
40,45.0,0,0.0,0.0,0,0,
40,50.0,0,0.0,0.0,0,0,
40,55.00000000000001,0,0.0,0.0,0,0,
40,60.0,0,0.0,0.0,0,0,
40,65.0,14505,0.43,18.23,419.21,0.17,
40,70.0,15289,0.67,24.72,568.59,0.22,
40,75.0,16055,0.92,31.5,724.48,0.29,
40,80.0,16801,1.2,38.59,887.55,0.35,
40,85.0,17539,1.49,45.8,1053.3,0.42,
40,90.0,18262,1.79,53.23,1224.39,0.48,
40,95.0,0,0.0,0.0,0,0,
40,100.0,0,0.0,0.0,0,0,
40,Max Thrust,,1.99,,,,
