Speed (m/s),Throttle (%),RPM,Thrust (kg),Current (A),Power (W),Torque (Nm),Note
0,20.0,2357,0.45,5.84,134.34,0.1,
0,25.0,2890,0.66,8.36,192.2,0.14,
0,30.0,3393,0.92,11.4,262.24,0.19,
0,35.0,3889,1.2,14.6,335.74,0.24,
0,40.0,4360,1.52,18.24,419.53,0.3,
0,45.0,4824,1.85,22.03,506.73,0.36,
0,50.0,5265,2.22,26.23,603.35,0.43,
0,55.00000000000001,5703,2.61,30.49,701.29,0.5,
0,60.0,6123,3.01,35.09,807.07,0.58,
0,65.0,6534,3.45,39.86,916.77,0.66,
0,70.0,6935,3.88,44.8,1030.39,0.74,
0,75.0,7318,4.35,50.08,1151.84,0.82,
0,80.0,7701,4.83,55.36,1273.3,0.91,
0,85.0,8074,5.32,60.81,1398.67,1.0,
0,90.0,8430,5.84,66.6,1531.87,1.09,
0,95.0,8785,6.37,72.39,1665.08,1.19,
0,100.0,9122,6.89,78.53,1806.12,1.29,
0,Max Thrust,,6.89,,,,
10,20.0,0,0.0,0.0,0,0,
10,25.0,3092,0.09,4.62,106.28,0.08,
10,30.0,3573,0.28,8.09,186.01,0.13,
10,35.0,4053,0.48,11.57,266.18,0.19,
10,40.0,4505,0.74,15.57,358.19,0.26,
10,45.0,4951,1.0,19.67,452.5,0.32,
10,50.0,5384,1.31,24.04,552.81,0.39,
10,55.00000000000001,5808,1.63,28.56,656.83,0.47,
10,60.0,6215,1.97,33.39,767.9,0.55,
10,65.0,6616,2.34,38.33,881.51,0.63,
10,70.0,7018,2.72,43.27,995.13,0.71,
10,75.0,7391,3.14,48.72,1120.5,0.8,
10,80.0,7765,3.55,54.17,1245.87,0.89,
10,85.0,8130,3.99,59.79,1375.16,0.98,
10,90.0,8476,4.44,65.75,1512.28,1.08,
10,95.0,8831,4.91,71.54,1645.49,1.18,
10,100.0,9168,5.39,77.68,1786.53,1.28,
10,Max Thrust,,5.39,,,,
20,20.0,0,0.0,0.0,0,0,
20,25.0,0,0.0,0.0,0,0,
20,30.0,0,0.0,0.0,0,0,
20,35.0,0,0.0,0.0,0,0,
20,40.0,0,0.0,0.0,0,0,
20,45.0,0,0.0,0.0,0,0,
20,50.0,0,0.0,0.0,0,0,
20,55.00000000000001,6387,0.49,17.84,410.22,0.29,
20,60.0,6777,0.77,22.99,528.74,0.38,
20,65.0,7153,1.07,28.4,653.29,0.47,
20,70.0,7520,1.41,33.97,781.38,0.56,
20,75.0,7887,1.75,39.54,909.52,0.65,
20,80.0,8235,2.12,45.48,1046.06,0.75,
20,85.0,8581,2.51,51.44,1183.19,0.85,
20,90.0,8927,2.9,57.4,1320.31,0.94,
20,95.0,9254,3.32,63.71,1465.27,1.05,
20,100.0,9582,3.76,70.01,1610.23,1.15,
20,Max Thrust,,3.76,,,,
30,20.0,0,0.0,0.0,0,0,
30,25.0,0,0.0,0.0,0,0,
30,30.0,0,0.0,0.0,0,0,
30,35.0,0,0.0,0.0,0,0,
30,40.0,0,0.0,0.0,0,0,
30,45.0,0,0.0,0.0,0,0,
30,50.0,0,0.0,0.0,0,0,
30,55.00000000000001,0,0.0,0.0,0,0,
30,60.0,0,0.0,0.0,0,0,
30,65.0,0,0.0,0.0,0,0,
30,70.0,0,0.0,0.0,0,0,
30,75.0,0,0.0,0.0,0,0,
30,80.0,9156,0.65,28.43,653.9,0.47,
30,85.0,9478,1.0,34.84,801.35,0.57,
30,90.0,9801,1.34,41.22,948.11,0.68,
30,95.0,10111,1.7,47.85,1100.52,0.79,
30,100.0,10409,2.09,54.72,1258.48,0.9,
30,Max Thrust,,2.09,,,,
40,20.0,0,0.0,0.0,0,0,
40,25.0,0,0.0,0.0,0,0,
40,30.0,0,0.0,0.0,0,0,
40,35.0,0,0.0,0.0,0,0,
40,40.0,0,0.0,0.0,0,0,
40,45.0,0,0.0,0.0,0,0,
40,50.0,0,0.0,0.0,0,0,
40,55.00000000000001,0,0.0,0.0,0,0,
40,60.0,0,0.0,0.0,0,0,
40,65.0,0,0.0,0.0,0,0,
40,70.0,0,0.0,0.0,0,0,
40,75.0,0,0.0,0.0,0,0,
40,80.0,0,0.0,0.0,0,0,
40,85.0,0,0.0,0.0,0,0,
40,90.0,0,0.0,0.0,0,0,
40,95.0,0,0.0,0.0,0,0,
40,100.0,0,0.0,0.0,0,0,
40,Max Thrust,,2.24,,,,
