Speed (m/s),Throttle (%),RPM,Thrust (kg),Current (A),Power (W),Torque (Nm),Note
0,20.0,2316,0.51,6.61,151.95,0.12,
0,25.0,2880,0.76,9.82,225.85,0.18,
0,30.0,3435,1.1,14.03,322.65,0.26,
0,35.0,3990,1.46,18.24,419.44,0.34,
0,40.0,4534,1.91,23.65,543.89,0.44,
0,45.0,5078,2.37,29.06,668.34,0.54,
0,50.0,5610,2.92,35.67,820.44,0.66,
0,55.00000000000001,6141,3.49,42.48,977.15,0.78,
0,60.0,6665,4.13,49.9,1147.7,0.92,
0,65.0,7185,4.81,57.92,1332.06,1.07,
0,70.0,7698,5.54,66.53,1530.26,1.23,
0,75.0,8206,6.31,75.75,1742.28,1.4,
0,80.0,8708,7.14,85.57,1968.14,1.58,
0,85.0,9206,8.01,95.79,2203.21,1.77,
0,90.0,0,0.0,0.0,0,0,
0,95.0,0,0.0,0.0,0,0,
0,100.0,0,0.0,0.0,0,0,
0,Max Thrust,,8.37,,,,
10,20.0,2336,0.15,4.51,103.77,0.08,
10,25.0,2888,0.37,9.02,207.41,0.17,
10,30.0,3434,0.67,14.23,327.25,0.26,
10,35.0,3977,1.0,19.64,451.7,0.36,
10,40.0,4513,1.41,25.85,594.59,0.48,
10,45.0,5046,1.84,32.46,746.69,0.6,
10,50.0,5572,2.36,39.68,912.63,0.73,
10,55.00000000000001,6097,2.89,47.09,1083.17,0.87,
10,60.0,6613,3.5,55.51,1276.75,1.03,
10,65.0,7126,4.13,64.13,1474.95,1.18,
10,70.0,7634,4.83,73.35,1686.97,1.35,
10,75.0,8136,5.56,83.17,1912.83,1.54,
10,80.0,8633,6.36,93.59,2152.51,1.73,
10,85.0,0,0.0,0.0,0,0,
10,90.0,0,0.0,0.0,0,0,
10,95.0,0,0.0,0.0,0,0,
10,100.0,0,0.0,0.0,0,0,
10,Max Thrust,,6.85,,,,
20,20.0,0,0.0,0.0,0,0,
20,25.0,0,0.0,0.0,0,0,
20,30.0,0,0.0,0.0,0,0,
20,35.0,4094,0.15,7.25,166.68,0.13,
20,40.0,4616,0.5,14.99,344.67,0.28,
20,45.0,5134,0.88,23.05,530.06,0.43,
20,50.0,5646,1.35,31.86,732.87,0.59,
20,55.00000000000001,6154,1.85,41.08,944.89,0.76,
20,60.0,6656,2.43,50.9,1170.74,0.94,
20,65.0,7156,3.03,60.92,1401.2,1.13,
20,70.0,7651,3.7,71.54,1645.49,1.32,
20,75.0,8142,4.39,82.57,1899.0,1.52,
20,80.0,8627,5.16,94.19,2166.33,1.74,
20,85.0,0,0.0,0.0,0,0,
20,90.0,0,0.0,0.0,0,0,
20,95.0,0,0.0,0.0,0,0,
20,100.0,0,0.0,0.0,0,0,
20,Max Thrust,,5.55,,,,
30,20.0,0,0.0,0.0,0,0,
30,25.0,0,0.0,0.0,0,0,
30,30.0,0,0.0,0.0,0,0,
30,35.0,0,0.0,0.0,0,0,
30,40.0,0,0.0,0.0,0,0,
30,45.0,0,0.0,0.0,0,0,
30,50.0,0,0.0,0.0,0,0,
30,55.00000000000001,6355,0.55,19.68,452.61,0.36,
30,60.0,6848,1.02,30.46,700.6,0.56,
30,65.0,7335,1.58,41.88,963.33,0.77,
30,70.0,7817,2.17,53.91,1239.88,1.0,
30,75.0,8291,2.83,66.73,1534.87,1.23,
30,80.0,8763,3.54,79.76,1834.47,1.47,
30,85.0,9229,4.3,93.39,2147.9,1.72,
30,90.0,0,0.0,0.0,0,0,
30,95.0,0,0.0,0.0,0,0,
30,100.0,0,0.0,0.0,0,0,
30,Max Thrust,,4.69,,,,
40,20.0,0,0.0,0.0,0,0,
40,25.0,0,0.0,0.0,0,0,
40,30.0,0,0.0,0.0,0,0,
40,35.0,0,0.0,0.0,0,0,
40,40.0,0,0.0,0.0,0,0,
40,45.0,0,0.0,0.0,0,0,
40,50.0,0,0.0,0.0,0,0,
40,55.00000000000001,0,0.0,0.0,0,0,
40,60.0,0,0.0,0.0,0,0,
40,65.0,0,0.0,0.0,0,0,
40,70.0,8108,0.51,22.98,528.63,0.42,
40,75.0,8574,1.1,36.59,841.48,0.68,
40,80.0,9040,1.69,50.3,1156.91,0.93,
40,85.0,9493,2.41,65.33,1502.61,1.21,
40,90.0,9946,3.12,80.36,1848.3,1.48,
40,95.0,10390,3.94,96.39,2217.03,1.78,
40,100.0,0,0.0,0.0,0,0,
40,Max Thrust,,4.13,,,,
