Speed (m/s),Throttle (%),RPM,Thrust (kg),Current (A),Power (W),Torque (Nm),Note
0,20.0,4692,0.15,2.09,48.07,0.02,
0,25.0,5831,0.23,3.14,72.18,0.03,
0,30.0,6947,0.32,4.53,104.26,0.04,
0,35.0,8063,0.43,5.93,136.34,0.05,
0,40.0,9164,0.56,7.56,173.77,0.07,
0,45.0,10250,0.7,9.41,216.54,0.09,
0,50.0,11329,0.86,11.39,261.99,0.1,
0,55.00000000000001,12384,1.03,13.72,315.45,0.12,
0,60.0,13440,1.22,16.04,368.92,0.15,
0,65.0,14481,1.42,18.6,427.74,0.17,
0,70.0,15506,1.64,21.39,491.9,0.19,
0,75.0,16524,1.87,24.29,558.73,0.22,
0,80.0,17535,2.12,27.31,628.24,0.25,
0,85.0,18522,2.37,30.69,705.76,0.28,
0,90.0,19502,2.64,34.17,785.96,0.31,
0,95.0,20467,2.93,37.89,871.51,0.34,
0,100.0,21425,3.23,41.73,959.73,0.38,
0,Max Thrust,,3.23,,,,
10,20.0,0,0.0,0.0,0,0,
10,25.0,5900,0.07,2.07,47.65,0.02,
10,30.0,7017,0.14,3.45,79.4,0.03,
10,35.0,8117,0.23,5.1,117.26,0.05,
10,40.0,9210,0.34,6.86,157.73,0.06,
10,45.0,10288,0.47,8.83,203.17,0.08,
10,50.0,11359,0.61,10.93,251.29,0.1,
10,55.00000000000001,12415,0.76,13.25,304.76,0.12,
10,60.0,13463,0.93,15.69,360.9,0.14,
10,65.0,14496,1.12,18.36,422.39,0.17,
10,70.0,15521,1.32,21.15,486.55,0.19,
10,75.0,16532,1.53,24.18,556.06,0.22,
10,80.0,17535,1.75,27.31,628.24,0.25,
10,85.0,18522,1.99,30.69,705.76,0.28,
10,90.0,19495,2.25,34.29,788.64,0.31,
10,95.0,20460,2.51,38.01,874.18,0.35,
10,100.0,21409,2.79,41.96,965.08,0.38,
10,Max Thrust,,2.79,,,,
20,20.0,0,0.0,0.0,0,0,
20,25.0,0,0.0,0.0,0,0,
20,30.0,0,0.0,0.0,0,0,
20,35.0,0,0.0,0.0,0,0,
20,40.0,0,0.0,0.0,0,0,
20,45.0,10559,0.13,4.68,107.58,0.04,
20,50.0,11614,0.24,7.01,161.28,0.06,
20,55.00000000000001,12660,0.38,9.49,218.19,0.09,
20,60.0,13697,0.53,12.09,278.03,0.11,
20,65.0,14723,0.69,14.88,342.19,0.14,
20,70.0,15733,0.87,17.9,411.7,0.16,
20,75.0,16736,1.07,21.04,483.88,0.19,
20,80.0,17724,1.27,24.41,561.4,0.22,
20,85.0,18704,1.5,27.9,641.6,0.25,
20,90.0,19676,1.73,31.5,724.48,0.29,
20,95.0,20634,1.99,35.33,812.7,0.32,
20,100.0,21576,2.25,39.4,906.26,0.36,
20,Max Thrust,,2.25,,,,
30,20.0,0,0.0,0.0,0,0,
30,25.0,0,0.0,0.0,0,0,
30,30.0,0,0.0,0.0,0,0,
30,35.0,0,0.0,0.0,0,0,
30,40.0,0,0.0,0.0,0,0,
30,45.0,0,0.0,0.0,0,0,
30,50.0,0,0.0,0.0,0,0,
30,55.00000000000001,0,0.0,0.0,0,0,
30,60.0,14166,0.05,4.89,112.44,0.04,
30,65.0,15183,0.19,7.81,179.66,0.07,
30,70.0,16189,0.34,10.89,250.43,0.1,
30,75.0,17175,0.51,14.3,328.82,0.13,
30,80.0,18162,0.7,17.67,406.35,0.16,
30,85.0,19135,0.9,21.27,489.22,0.19,
30,90.0,20085,1.12,25.22,580.12,0.23,
30,95.0,21034,1.35,29.17,671.01,0.27,
30,100.0,21977,1.59,33.24,764.58,0.3,
30,Max Thrust,,1.59,,,,
40,20.0,0,0.0,0.0,0,0,
40,25.0,0,0.0,0.0,0,0,
40,30.0,0,0.0,0.0,0,0,
40,35.0,0,0.0,0.0,0,0,
40,40.0,0,0.0,0.0,0,0,
40,45.0,0,0.0,0.0,0,0,
40,50.0,0,0.0,0.0,0,0,
40,55.00000000000001,0,0.0,0.0,0,0,
40,60.0,0,0.0,0.0,0,0,
40,65.0,0,0.0,0.0,0,0,
40,70.0,0,0.0,0.0,0,0,
40,75.0,0,0.0,0.0,0,0,
40,80.0,0,0.0,0.0,0,0,
40,85.0,19782,0.25,11.32,260.37,0.1,
40,90.0,20737,0.44,15.19,349.48,0.14,
40,95.0,21677,0.65,19.29,443.78,0.18,
40,100.0,22605,0.87,23.6,542.69,0.21,
40,Max Thrust,,0.87,,,,
