Speed (m/s),Throttle (%),RPM,Thrust (kg),Current (A),Power (W),Torque (Nm),Note
0,20.0,2409,0.39,4.89,112.52,0.08,
0,25.0,2962,0.58,7.01,161.31,0.12,
0,30.0,3486,0.81,9.69,222.82,0.16,
0,35.0,4007,1.06,12.41,285.5,0.2,
0,40.0,4501,1.35,15.63,359.59,0.26,
0,45.0,4993,1.65,18.91,434.83,0.31,
0,50.0,5458,1.99,22.66,521.07,0.37,
0,55.00000000000001,5924,2.34,26.4,607.26,0.43,
0,60.0,6372,2.72,30.49,701.29,0.5,
0,65.0,6810,3.11,34.75,799.24,0.57,
0,70.0,7239,3.53,39.18,901.1,0.64,
0,75.0,7649,3.96,43.95,1010.8,0.72,
0,80.0,8069,4.41,48.55,1116.58,0.8,
0,85.0,8461,4.89,53.66,1234.12,0.88,
0,90.0,8853,5.36,58.77,1351.65,0.97,
0,95.0,9227,5.85,64.22,1477.02,1.06,
0,100.0,9600,6.37,69.67,1602.39,1.14,
0,Max Thrust,,6.37,,,,
10,20.0,0,0.0,0.0,0,0,
10,25.0,3138,0.08,3.77,86.77,0.06,
10,30.0,3643,0.24,6.78,155.87,0.11,
10,35.0,4143,0.43,9.89,227.54,0.16,
10,40.0,4622,0.66,13.4,308.16,0.22,
10,45.0,5096,0.91,16.99,390.79,0.28,
10,50.0,5546,1.19,21.03,483.71,0.35,
10,55.00000000000001,6000,1.47,25.01,575.19,0.41,
10,60.0,6436,1.81,29.3,673.87,0.48,
10,65.0,6865,2.15,33.73,775.73,0.55,
10,70.0,7285,2.51,38.33,881.51,0.63,
10,75.0,7695,2.89,43.1,991.21,0.71,
10,80.0,8096,3.28,48.04,1104.83,0.79,
10,85.0,8489,3.71,53.15,1222.36,0.87,
10,90.0,8871,4.13,58.43,1343.82,0.96,
10,95.0,9245,4.57,63.88,1469.19,1.05,
10,100.0,9610,5.03,69.5,1598.48,1.14,
10,Max Thrust,,5.03,,,,
20,20.0,0,0.0,0.0,0,0,
20,25.0,0,0.0,0.0,0,0,
20,30.0,0,0.0,0.0,0,0,
20,35.0,0,0.0,0.0,0,0,
20,40.0,0,0.0,0.0,0,0,
20,45.0,0,0.0,0.0,0,0,
20,50.0,6112,0.19,10.56,242.84,0.17,
20,55.00000000000001,6531,0.44,15.18,349.15,0.25,
20,60.0,6951,0.69,19.77,454.68,0.32,
20,65.0,7352,0.99,24.72,568.47,0.41,
20,70.0,7749,1.3,29.74,684.06,0.49,
20,75.0,8137,1.62,34.92,803.12,0.57,
20,80.0,8520,1.98,40.2,924.61,0.66,
20,85.0,8894,2.33,45.65,1049.98,0.75,
20,90.0,9258,2.72,51.27,1179.27,0.84,
20,95.0,9623,3.13,56.89,1308.56,0.93,
20,100.0,9978,3.53,62.69,1441.76,1.03,
20,Max Thrust,,3.53,,,,
30,20.0,0,0.0,0.0,0,0,
30,25.0,0,0.0,0.0,0,0,
30,30.0,0,0.0,0.0,0,0,
30,35.0,0,0.0,0.0,0,0,
30,40.0,0,0.0,0.0,0,0,
30,45.0,0,0.0,0.0,0,0,
30,50.0,0,0.0,0.0,0,0,
30,55.00000000000001,0,0.0,0.0,0,0,
30,60.0,0,0.0,0.0,0,0,
30,65.0,0,0.0,0.0,0,0,
30,70.0,0,0.0,0.0,0,0,
30,75.0,9016,0.3,18.65,428.91,0.31,
30,80.0,9373,0.61,24.41,561.52,0.4,
30,85.0,9729,0.93,30.2,694.64,0.5,
30,90.0,10081,1.25,36.06,829.27,0.59,
30,95.0,10415,1.61,42.23,971.24,0.69,
30,100.0,10750,1.98,48.4,1113.27,0.8,
30,Max Thrust,,1.98,,,,
40,20.0,0,0.0,0.0,0,0,
40,25.0,0,0.0,0.0,0,0,
40,30.0,0,0.0,0.0,0,0,
40,35.0,0,0.0,0.0,0,0,
40,40.0,0,0.0,0.0,0,0,
40,45.0,0,0.0,0.0,0,0,
40,50.0,0,0.0,0.0,0,0,
40,55.00000000000001,0,0.0,0.0,0,0,
40,60.0,0,0.0,0.0,0,0,
40,65.0,0,0.0,0.0,0,0,
40,70.0,0,0.0,0.0,0,0,
40,75.0,0,0.0,0.0,0,0,
40,80.0,0,0.0,0.0,0,0,
40,85.0,0,0.0,0.0,0,0,
40,90.0,0,0.0,0.0,0,0,
40,95.0,0,0.0,0.0,0,0,
40,100.0,0,0.0,0.0,0,0,
40,Max Thrust,,2.83,,,,
