Speed (m/s),Throttle (%),RPM,Thrust (kg),Current (A),Power (W),Torque (Nm),Note
0,20.0,2352,0.42,5.94,136.63,0.1,
0,25.0,2879,0.61,8.56,196.78,0.14,
0,30.0,3377,0.85,11.7,269.1,0.19,
0,35.0,3868,1.1,14.99,344.88,0.25,
0,40.0,4327,1.38,18.86,433.8,0.31,
0,45.0,4784,1.68,22.78,523.85,0.37,
0,50.0,5219,2.0,27.08,622.94,0.45,
0,55.00000000000001,5648,2.35,31.51,724.8,0.52,
0,60.0,6068,2.7,36.11,830.58,0.59,
0,65.0,6469,3.09,41.05,944.2,0.67,
0,70.0,6870,3.48,45.99,1057.82,0.76,
0,75.0,7253,3.89,51.27,1179.27,0.84,
0,80.0,7627,4.31,56.72,1304.64,0.93,
0,85.0,8001,4.74,62.17,1430.01,1.02,
0,90.0,8347,5.18,68.14,1567.13,1.12,
0,95.0,8702,5.64,73.93,1700.34,1.21,
0,100.0,9048,6.1,79.89,1837.46,1.31,
0,Max Thrust,,6.1,,,,
10,20.0,2425,0.15,4.59,105.63,0.08,
10,25.0,2903,0.3,8.11,186.48,0.13,
10,30.0,3357,0.51,12.07,277.67,0.2,
10,35.0,3809,0.73,16.09,370.0,0.26,
10,40.0,4240,0.97,20.47,470.9,0.34,
10,45.0,4671,1.24,24.86,571.79,0.41,
10,50.0,5090,1.52,29.47,677.79,0.48,
10,55.00000000000001,5492,1.84,34.41,791.4,0.57,
10,60.0,5893,2.15,39.35,905.02,0.65,
10,65.0,6276,2.5,44.63,1026.47,0.73,
10,70.0,6659,2.86,49.91,1147.93,0.82,
10,75.0,7032,3.21,55.36,1273.3,0.91,
10,80.0,7397,3.61,60.98,1402.59,1.0,
10,85.0,7752,4.01,66.77,1535.79,1.1,
10,90.0,8098,4.4,72.74,1672.92,1.2,
10,95.0,8435,4.83,78.87,1813.96,1.3,
10,100.0,8772,5.26,85.0,1955.0,1.4,
10,Max Thrust,,5.26,,,,
20,20.0,0,0.0,0.0,0,0,
20,25.0,0,0.0,0.0,0,0,
20,30.0,0,0.0,0.0,0,0,
20,35.0,4243,0.19,8.04,185.03,0.13,
20,40.0,4629,0.4,13.28,305.42,0.22,
20,45.0,5013,0.61,18.53,426.1,0.3,
20,50.0,5376,0.88,24.17,556.01,0.4,
20,55.00000000000001,5733,1.15,29.95,688.79,0.49,
20,60.0,6086,1.43,35.77,822.72,0.59,
20,65.0,6432,1.75,41.73,959.87,0.69,
20,70.0,6778,2.07,47.7,1096.99,0.78,
20,75.0,7115,2.4,53.83,1238.04,0.88,
20,80.0,7443,2.76,60.13,1383.0,0.99,
20,85.0,7771,3.12,66.43,1527.96,1.09,
20,90.0,8089,3.48,72.91,1676.83,1.2,
20,95.0,8407,3.88,79.38,1825.71,1.3,
20,100.0,0,0.0,0.0,0,0,
20,Max Thrust,,4.22,,,,
30,20.0,0,0.0,0.0,0,0,
30,25.0,0,0.0,0.0,0,0,
30,30.0,0,0.0,0.0,0,0,
30,35.0,0,0.0,0.0,0,0,
30,40.0,0,0.0,0.0,0,0,
30,45.0,0,0.0,0.0,0,0,
30,50.0,6075,0.19,11.24,258.57,0.18,
30,55.00000000000001,6398,0.44,17.64,405.61,0.29,
30,60.0,6720,0.69,24.04,552.85,0.39,
30,65.0,7040,0.95,30.5,701.42,0.5,
30,70.0,7345,1.25,37.21,855.79,0.61,
30,75.0,7645,1.56,44.02,1012.48,0.72,
30,80.0,7940,1.85,50.93,1171.43,0.84,
30,85.0,8231,2.19,57.92,1332.06,0.95,
30,90.0,8512,2.54,65.07,1496.61,1.07,
30,95.0,8794,2.88,72.22,1661.16,1.19,
30,100.0,9076,3.24,79.38,1825.71,1.3,
30,Max Thrust,,3.24,,,,
40,20.0,0,0.0,0.0,0,0,
40,25.0,0,0.0,0.0,0,0,
40,30.0,0,0.0,0.0,0,0,
40,35.0,0,0.0,0.0,0,0,
40,40.0,0,0.0,0.0,0,0,
40,45.0,0,0.0,0.0,0,0,
40,50.0,0,0.0,0.0,0,0,
40,55.00000000000001,0,0.0,0.0,0,0,
40,60.0,0,0.0,0.0,0,0,
40,65.0,0,0.0,0.0,0,0,
40,70.0,8198,0.44,21.42,492.65,0.35,
40,75.0,8475,0.72,28.67,659.49,0.47,
40,80.0,8750,1.0,35.94,826.69,0.59,
40,85.0,9024,1.29,43.24,994.61,0.71,
40,90.0,9276,1.61,50.95,1171.77,0.84,
40,95.0,9531,1.93,58.6,1347.74,0.96,
40,100.0,9794,2.27,66.09,1520.12,1.09,
40,Max Thrust,,2.27,,,,
