Speed (m/s),Throttle (%),RPM,Thrust (kg),Current (A),Power (W),Torque (Nm),Note
0,20.0,4669,0.11,2.44,56.09,0.02,
0,25.0,5801,0.18,3.6,82.87,0.03,
0,30.0,6917,0.25,5.0,114.95,0.05,
0,35.0,8018,0.34,6.63,152.38,0.06,
0,40.0,9104,0.43,8.48,195.15,0.08,
0,45.0,10175,0.54,10.58,243.27,0.1,
0,50.0,11238,0.66,12.79,294.07,0.12,
0,55.00000000000001,12286,0.79,15.23,350.21,0.14,
0,60.0,13319,0.93,17.9,411.7,0.16,
0,65.0,14345,1.08,20.69,475.86,0.19,
0,70.0,15355,1.24,23.71,545.36,0.22,
0,75.0,16358,1.4,26.85,617.54,0.24,
0,80.0,17345,1.58,30.22,695.07,0.27,
0,85.0,18326,1.76,33.71,775.27,0.31,
0,90.0,19290,1.96,37.43,860.82,0.34,
0,95.0,20248,2.16,41.26,949.04,0.38,
0,100.0,21198,2.37,45.21,1039.93,0.41,
0,Max Thrust,,2.37,,,,
10,20.0,4630,0.09,3.04,69.92,0.03,
10,25.0,5737,0.16,4.58,105.34,0.04,
10,30.0,6841,0.23,6.16,141.69,0.06,
10,35.0,7935,0.32,7.9,181.79,0.07,
10,40.0,9006,0.41,10.0,229.91,0.09,
10,45.0,10076,0.52,12.09,278.03,0.11,
10,50.0,11132,0.64,14.41,331.49,0.13,
10,55.00000000000001,12173,0.77,16.97,390.31,0.15,
10,60.0,13206,0.9,19.64,451.8,0.18,
10,65.0,14224,1.05,22.55,518.63,0.21,
10,70.0,15226,1.21,25.69,590.81,0.23,
10,75.0,16222,1.37,28.94,665.66,0.26,
10,80.0,17209,1.54,32.31,743.19,0.29,
10,85.0,18182,1.73,35.92,826.06,0.33,
10,90.0,19147,1.92,39.64,911.61,0.36,
10,95.0,20104,2.12,43.47,999.83,0.4,
10,100.0,21046,2.32,47.54,1093.4,0.43,
10,Max Thrust,,2.32,,,,
20,20.0,0,0.0,0.0,0,0,
20,25.0,5855,0.06,2.77,63.78,0.03,
20,30.0,6892,0.14,5.39,123.87,0.05,
20,35.0,7917,0.24,8.18,188.11,0.07,
20,40.0,8945,0.34,10.93,251.29,0.1,
20,45.0,9970,0.46,13.72,315.45,0.12,
20,50.0,11004,0.58,16.39,376.94,0.15,
20,55.00000000000001,12021,0.71,19.29,443.78,0.18,
20,60.0,13039,0.85,22.2,510.61,0.2,
20,65.0,14042,0.99,25.34,582.79,0.23,
20,70.0,15037,1.15,28.59,657.64,0.26,
20,75.0,16033,1.31,31.85,732.5,0.29,
20,80.0,17013,1.49,35.33,812.7,0.32,
20,85.0,17978,1.67,39.05,898.24,0.36,
20,90.0,18935,1.86,42.89,986.46,0.39,
20,95.0,19885,2.05,46.84,1077.36,0.43,
20,100.0,20820,2.26,51.03,1173.6,0.46,
20,Max Thrust,,2.26,,,,
30,20.0,0,0.0,0.0,0,0,
30,25.0,0,0.0,0.0,0,0,
30,30.0,0,0.0,0.0,0,0,
30,35.0,8188,0.08,4.01,92.23,0.04,
30,40.0,9168,0.18,7.5,172.42,0.07,
30,45.0,10129,0.3,11.29,259.57,0.1,
30,50.0,11087,0.43,15.11,347.54,0.14,
30,55.00000000000001,12037,0.57,19.06,438.43,0.17,
30,60.0,12994,0.72,22.9,526.65,0.21,
30,65.0,13951,0.87,26.73,614.87,0.24,
30,70.0,14909,1.04,30.57,703.09,0.28,
30,75.0,15859,1.2,34.52,793.98,0.31,
30,80.0,16816,1.38,38.36,882.2,0.35,
30,85.0,17758,1.56,42.42,975.77,0.39,
30,90.0,18701,1.76,46.49,1069.34,0.42,
30,95.0,19635,1.95,50.68,1165.58,0.46,
30,100.0,20562,2.16,54.98,1264.49,0.5,
30,Max Thrust,,2.16,,,,
40,20.0,0,0.0,0.0,0,0,
40,25.0,0,0.0,0.0,0,0,
40,30.0,0,0.0,0.0,0,0,
40,35.0,0,0.0,0.0,0,0,
40,40.0,0,0.0,0.0,0,0,
40,45.0,10522,0.09,5.24,120.42,0.05,
40,50.0,11452,0.21,9.5,218.46,0.09,
40,55.00000000000001,12364,0.34,14.03,322.64,0.13,
40,60.0,13266,0.49,18.71,430.41,0.17,
40,65.0,14156,0.65,23.6,542.69,0.21,
40,70.0,15045,0.82,28.48,654.97,0.26,
40,75.0,15934,1.0,33.36,767.25,0.3,
40,80.0,16816,1.19,38.36,882.2,0.35,
40,85.0,17705,1.38,43.24,994.48,0.39,
40,90.0,18595,1.58,48.12,1106.77,0.44,
40,95.0,19492,1.78,52.89,1216.37,0.48,
40,100.0,20381,1.99,57.77,1328.65,0.53,
40,Max Thrust,,1.99,,,,
