Speed (m/s),Throttle (%),RPM,Thrust (kg),Current (A),Power (W),Torque (Nm),Note
0,20.0,2324,0.23,2.69,61.8,0.05,
0,25.0,2865,0.34,3.95,90.83,0.07,
0,30.0,3387,0.48,5.46,125.65,0.1,
0,35.0,3904,0.63,7.06,162.35,0.12,
0,40.0,4404,0.81,8.91,204.92,0.16,
0,45.0,4896,0.99,10.87,250.0,0.19,
0,50.0,5370,1.2,13.08,300.89,0.23,
0,55.00000000000001,5838,1.41,15.39,353.99,0.27,
0,60.0,6298,1.65,17.8,409.3,0.31,
0,65.0,6746,1.89,20.39,469.03,0.36,
0,70.0,7187,2.15,23.09,530.98,0.4,
0,75.0,7621,2.43,25.88,595.14,0.45,
0,80.0,8049,2.7,28.76,661.52,0.5,
0,85.0,8463,3.0,31.84,732.31,0.56,
0,90.0,8878,3.3,34.92,803.11,0.61,
0,95.0,9279,3.62,38.19,878.33,0.67,
0,100.0,9673,3.94,41.56,955.77,0.73,
0,Max Thrust,,3.94,,,,
10,20.0,0,0.0,0.0,0,0,
10,25.0,0,0.0,0.0,0,0,
10,30.0,3441,0.22,4.69,107.98,0.08,
10,35.0,3924,0.34,6.77,155.69,0.12,
10,40.0,4393,0.5,9.06,208.34,0.16,
10,45.0,4863,0.66,11.33,260.7,0.2,
10,50.0,5318,0.85,13.83,318.11,0.24,
10,55.00000000000001,5764,1.04,16.45,378.32,0.29,
10,60.0,6212,1.25,19.05,438.06,0.33,
10,65.0,6639,1.47,21.93,504.43,0.38,
10,70.0,7074,1.7,24.72,568.59,0.43,
10,75.0,7488,1.95,27.8,639.39,0.49,
10,80.0,7902,2.2,30.88,710.19,0.54,
10,85.0,8303,2.47,34.15,785.41,0.6,
10,90.0,8704,2.75,37.42,860.63,0.65,
10,95.0,9099,3.04,40.79,938.07,0.71,
10,100.0,9486,3.35,44.25,1017.72,0.77,
10,Max Thrust,,3.35,,,,
20,20.0,0,0.0,0.0,0,0,
20,25.0,0,0.0,0.0,0,0,
20,30.0,0,0.0,0.0,0,0,
20,35.0,0,0.0,0.0,0,0,
20,40.0,0,0.0,0.0,0,0,
20,45.0,5264,0.16,5.55,127.74,0.1,
20,50.0,5688,0.31,8.49,195.25,0.15,
20,55.00000000000001,6107,0.48,11.51,264.66,0.2,
20,60.0,6512,0.67,14.71,338.42,0.26,
20,65.0,6912,0.86,18.0,413.91,0.31,
20,70.0,7307,1.08,21.35,491.16,0.37,
20,75.0,7695,1.3,24.82,570.81,0.43,
20,80.0,8082,1.54,28.28,650.45,0.49,
20,85.0,8457,1.79,31.94,734.53,0.56,
20,90.0,8831,2.04,35.59,818.6,0.62,
20,95.0,9199,2.31,39.34,904.88,0.69,
20,100.0,9560,2.59,43.19,993.38,0.76,
20,Max Thrust,,2.59,,,,
30,20.0,0,0.0,0.0,0,0,
30,25.0,0,0.0,0.0,0,0,
30,30.0,0,0.0,0.0,0,0,
30,35.0,0,0.0,0.0,0,0,
30,40.0,0,0.0,0.0,0,0,
30,45.0,0,0.0,0.0,0,0,
30,50.0,0,0.0,0.0,0,0,
30,55.00000000000001,0,0.0,0.0,0,0,
30,60.0,0,0.0,0.0,0,0,
30,65.0,0,0.0,0.0,0,0,
30,70.0,0,0.0,0.0,0,0,
30,75.0,8312,0.58,15.91,366.02,0.28,
30,80.0,8671,0.79,19.78,455.03,0.35,
30,85.0,9027,1.0,23.7,545.13,0.41,
30,90.0,9368,1.24,27.84,640.37,0.49,
30,95.0,9712,1.48,31.94,734.53,0.56,
30,100.0,10046,1.73,36.17,831.87,0.63,
30,Max Thrust,,1.73,,,,
40,20.0,0,0.0,0.0,0,0,
40,25.0,0,0.0,0.0,0,0,
40,30.0,0,0.0,0.0,0,0,
40,35.0,0,0.0,0.0,0,0,
40,40.0,0,0.0,0.0,0,0,
40,45.0,0,0.0,0.0,0,0,
40,50.0,0,0.0,0.0,0,0,
40,55.00000000000001,0,0.0,0.0,0,0,
40,60.0,0,0.0,0.0,0,0,
40,65.0,0,0.0,0.0,0,0,
40,70.0,0,0.0,0.0,0,0,
40,75.0,0,0.0,0.0,0,0,
40,80.0,0,0.0,0.0,0,0,
40,85.0,0,0.0,0.0,0,0,
40,90.0,10216,0.42,15.61,359.06,0.27,
40,95.0,10536,0.64,20.04,460.98,0.35,
40,100.0,10860,0.86,24.43,561.99,0.43,
40,Max Thrust,,0.86,,,,
