RPM,Torque (N-m),V(speed) (m/s),Thrust (kg)
1000.0,0.009,0.0,0.0454793430988156
1000.0,0.009,0.1028192,0.044459626885837676
1000.0,0.009,0.201168,0.043439910672859745
1000.0,0.009,0.3039872,0.042318222838584024
1000.0,0.009,0.4068064,0.04109456338301051
1000.0,0.009,0.5096255999999999,0.039870903927437
1000.0,0.009,0.6079744,0.03864724447186348
1000.0,0.008,0.7107936,0.037423585016289965
1000.0,0.008,0.8136128,0.03609795393941866
1000.0,0.008,0.9119616,0.034670351241249564
1000.0,0.008,1.0147808,0.033242748543080465
1000.0,0.008,1.1176,0.031815145844911366
1000.0,0.008,1.2159488,0.03028557152544447
1000.0,0.008,1.3187680000000002,0.028755997205977574
1000.0,0.008,1.4215872,0.027226422886510688
1000.0,0.008,1.5244064,0.025594876945746
1000.0,0.007,1.6227551999999998,0.023861359383683525
1000.0,0.007,1.7255744,0.022229813442918838
1000.0,0.007,1.8283935999999998,0.02049629588085636
1000.0,0.007,1.9267423999999997,0.018660806697496087
1000.0,0.007,2.0295616,0.01692728913543361
1000.0,0.006,2.1323808,0.015091799952073338
1000.0,0.006,2.2307296,0.013154339147415275
1000.0,0.006,2.3335488,0.011318849964055005
1000.0,0.006,2.436368,0.00938138915939694
1000.0,0.005,2.5391871999999998,0.007545899976036669
1000.0,0.005,2.6375360000000003,0.0056084391713786055
1000.0,0.005,2.7403551999999998,0.0036709783667205416
1000.0,0.004,2.8431744,0.0017335175620624783
1000.0,0.004,2.9415232,-0.00010197162129779284
2000.0,0.034,0.0,0.1823252588804536
2000.0,0.034,0.2056384,0.1781444224072441
2000.0,0.034,0.41574720000000004,0.17365767107014118
2000.0,0.034,0.6213856,0.1690689481117405
2000.0,0.034,0.8314944000000001,0.16427628191074425
2000.0,0.034,1.0371328,0.15938164408845018
2000.0,0.033,1.2472416,0.15418109140226277
2000.0,0.033,1.45288,0.14887856709477754
2000.0,0.033,1.6629888000000002,0.1434740711659945
2000.0,0.032,1.8686272,0.1377636603733181
2000.0,0.032,2.078736,0.13195127795934392
2000.0,0.032,2.2843744,0.12593495230277416
2000.0,0.031,2.4944832,0.11981665502490658
2000.0,0.03,2.7001216,0.11339244288314564
2000.0,0.03,2.9102303999999997,0.10686625912008689
2000.0,0.029,3.1158688,0.10013613211443256
2000.0,0.028,3.3259776000000003,0.09330403348748044
2000.0,0.028,3.531616,0.08626799161793273
2000.0,0.027,3.7417247999999996,0.07912997812708723
2000.0,0.026,3.9473632,0.07178802139364615
2000.0,0.025,4.157472,0.06444606466020507
2000.0,0.024,4.3631104,0.056900164684168406
2000.0,0.023,4.5732192000000005,0.04925229308683394
2000.0,0.022,4.778857599999999,0.04150244986820168
2000.0,0.02,4.9889664,0.03375260664956943
2000.0,0.019,5.1946048,0.02590079180963938
2000.0,0.018,5.4047136,0.018150948591007122
2000.0,0.016,5.610352000000001,0.010299133751077076
2000.0,0.015,5.8159904,0.002549290532444821
2000.0,,6.0260992,
3000.0,0.076,0.0,0.41114957707270067
3000.0,0.076,0.3039872,0.40176818791330376
3000.0,0.076,0.6124448,0.3919789122687156
3000.0,0.076,0.9164319999999999,0.38188372176023416
3000.0,0.075,1.2204192,0.37138064476656146
3000.0,0.075,1.5244064,0.3604696812876977
3000.0,0.074,1.8328639999999998,0.34925280294494043
3000.0,0.074,2.1368512,0.33762803811699205
3000.0,0.073,2.4408384,0.3255953868038525
3000.0,0.072,2.7448256,0.3132568206268196
3000.0,0.071,3.0532832,0.3004083963432977
3000.0,0.07,3.3572704,0.28725405719588243
3000.0,0.069,3.6612576,0.273691831563276
3000.0,0.068,3.9652448,0.25982369106677616
3000.0,0.066,4.2737024,0.24544569246378733
3000.0,0.065,4.5776896,0.23076177899690517
