RPM,Torque (N-m),V(speed) (m/s),Thrust (kg)
1000.0,0.038,0.0,0.13031973201857924
1000.0,0.038,0.1609344,0.1277704414861344
1000.0,0.038,0.31739839999999997,0.125017207711094
1000.0,0.038,0.4783328,0.12216200231475581
1000.0,0.038,0.6392671999999999,0.11910285367582202
1000.0,0.038,0.7957312,0.11594173341559044
1000.0,0.038,0.9566656,0.1125766699127633
1000.0,0.038,1.1131296000000002,0.10900766316734053
1000.0,0.038,1.274064,0.10533668480061999
1000.0,0.037,1.4349984,0.10146176319130387
1000.0,0.037,1.5914624,0.09748486996068995
1000.0,0.037,1.7523967999999999,0.09330403348748044
1000.0,0.036,1.9133312,0.08902122539297314
1000.0,0.036,2.0697951999999997,0.08453447405587025
1000.0,0.035,2.2307296,0.07994575109746958
1000.0,0.034,2.391664,0.0752550565177711
1000.0,0.034,2.548128,0.07046239031677484
1000.0,0.033,2.7090623999999996,0.065465780873183
1000.0,0.032,2.8699968,0.06046917142959114
1000.0,0.031,3.0264607999999997,0.05526861874340372
1000.0,0.029,3.1873952,0.05006806605721628
1000.0,0.028,3.3438592000000003,0.04466357012843326
1000.0,0.027,3.5047935999999997,0.03925907419965024
1000.0,0.025,3.6657279999999997,0.03375260664956943
1000.0,0.024,3.8221920000000003,0.028246139099488615
1000.0,0.022,3.9831264,0.02263769992811001
1000.0,0.02,4.1440608,0.01692728913543361
1000.0,0.018,4.3005248,0.011318849964055005
1000.0,0.016,4.4614592,0.0056084391713786055
1000.0,0.014,4.6223936,0.0
2000.0,0.134,0.0,0.523726246985464
2000.0,0.135,0.3218688,0.513427113234387
2000.0,0.135,0.6392671999999999,0.5026181213768209
2000.0,0.136,0.961136,0.49109532817017026
2000.0,0.136,1.2785343999999998,0.4789607052357329
2000.0,0.137,1.6004032,0.466112280952211
2000.0,0.137,1.922272,0.45255005531960457
2000.0,0.136,2.2396704,0.4383759999592114
2000.0,0.136,2.5615392000000003,0.4234881432497336
2000.0,0.135,2.883408,0.40798845681246915
2000.0,0.134,3.2008064,0.3917749690261201
2000.0,0.132,3.5226752,0.375051623133282
2000.0,0.13,3.8400735999999998,0.35771644751265724
2000.0,0.128,4.1619424,0.3397694421642457
2000.0,0.125,4.4838112,0.32141455033064303
2000.0,0.122,4.8012096,0.3024478287692536
2000.0,0.119,5.123078400000001,0.2830732207226729
2000.0,0.115,5.4404768,0.2631887545696033
2000.0,0.111,5.7623456,0.24279443031004472
2000.0,0.107,6.0842144,0.22209419118659277
2000.0,0.102,6.4016128,0.20098606557794968
2000.0,0.096,6.7234815999999995,0.17957202510541317
2000.0,0.09,7.04088,0.1577500981476855
2000.0,0.084,7.362748799999999,0.13572422794736225
2000.0,0.077,7.6846176,0.11339244288314564
2000.0,0.07,8.002016,0.0909586861976312
2000.0,0.063,8.3238848,0.0683209862695212
2000.0,0.055,8.645753599999999,0.04568328634141119
2000.0,0.046,8.963152000000001,0.022943614792003388
2000.0,0.038,9.2850208,0.00010197162129779284
3000.0,0.287,0.0,1.1840944665099704
3000.0,0.289,0.48280320000000004,1.1609469084753714
3000.0,0.291,0.961136,1.1363717477426034
3000.0,0.292,1.4439392,1.110368984311666
3000.0,0.293,1.9267423999999997,1.0829386181825598
3000.0,0.294,2.4095456,1.053876706112689
3000.0,0.294,2.8878784,1.023285219723351
3000.0,0.293,3.3706816,0.9910621873932485
3000.0,0.292,3.8534847999999995,0.9574115523649768
3000.0,0.29,4.336288,0.9223333146385362
3000.0,0.287,4.8146208,0.8857255025926285
3000.0,0.284,5.2974239999999995,0.8477920594698496
3000.0,0.279,5.7802272,0.8085329852701993
3000.0,0.274,6.2630304,0.7679482799936778
3000.0,0.269,6.7413632,0.7262418868828805
3000.0,0.262,7.2241664,0.6833118343165098
3000.0,0.254,7.706969599999999,0.639362065537161
3000.0,0.246,8.1897728,0.5942906089235367
3000.0,0.236,8.6681056,0.548301407718232
3000.0,0.226,9.1509088,0.5013944619212474
3000.0,0.214,9.633712000000001,0.45356977153258254
3000.0,0.202,10.1120448,0.40492930817353534
3000.0,0.188,10.594847999999999,0.3556770150867014
3000.0,0.174,11.0776512,0.3058128922720807
3000.0,0.159,11.5604544,0.25533693972967325
3000.0,0.142,12.0387872,0.20445310070207462
3000.0,0.125,12.521590400000001,0.15336531843188042
3000.0,0.106,13.0043936,0.10207359291909061
3000.0,0.087,13.487196800000001,0.05078186740630083
3000.0,0.066,13.965529599999998,-0.001121687834275721
4000.0,0.497,0.0,2.1177466311125617
4000.0,0.501,0.6437376,2.0765500961082535
4000.0,0.505,1.2874752,2.0327022989502024
4000.0,0.507,1.9312128000000002,1.9862032396384088
4000.0,0.509,2.5749504,1.9370529181728724
4000.0,0.51,3.2142176,1.885149362932296
4000.0,0.51,3.8579552,1.830492573916679
4000.0,0.509,4.5016928,1.772980579504724
4000.0,0.507,5.1454303999999995,1.7127153513177282
4000.0,0.504,5.789167999999999,1.649900832598288
4000.0,0.499,6.4329056,1.5844350517251051
4000.0,0.493,7.0766432,1.5165219519407749
4000.0,0.485,7.7203808,1.4462635048665957
4000.0,0.476,8.359648,1.3736597105025672
4000.0,0.466,9.0033856,1.299016483712583
4000.0,0.453,9.6471232,1.2222318528753449
4000.0,0.44,10.290860799999999,1.1434077896121508
4000.0,0.424,10.9345984,1.062748237165597
